"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:1O8mA7lbLISvEGUiNFwQnV","Reincarnation Apple","spotify:artist:3b7jPCedJ2VH4l4rcOTvNC","PinocchioP","spotify:album:5gqdC7ZnKbTJqypdYHr1Kt","Reincarnation Apple","spotify:artist:3b7jPCedJ2VH4l4rcOTvNC","PinocchioP","2022-06-03","https://i.scdn.co/image/ab67616d0000b27329e384a1da70062db74ee3db","1","1","219082","https://p.scdn.co/mp3-preview/7ce0cf81898370efe771f81ce819e63caf0f481a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","TCJPS2203893","","2024-06-12T09:10:53Z"
"spotify:track:4JHg4nNYUJQ5HULcCmI18R","What You Know","spotify:artist:536BYVgOnRky0xjsPT96zl","Two Door Cinema Club","spotify:album:6n8oS6u5qw6xWGT754V1M6","Tourist History","spotify:artist:536BYVgOnRky0xjsPT96zl","Two Door Cinema Club","2010-03-01","https://i.scdn.co/image/ab67616d0000b273fc6eef9b111d87e57b4b10cc","1","8","189693","https://p.scdn.co/mp3-preview/c5dd84defe3d5e1383e347a9f04f55696365b7b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","FRU700900116","","2024-06-08T20:14:39Z"
"spotify:track:72hSmnleYTiiOo23q8ZJIS","Black Sheep","spotify:artist:1rCIEwPp5OnXW0ornlSsRl","Metric","spotify:album:69BagWbfHgbO9uxjfVYcux","Black Sheep","spotify:artist:1rCIEwPp5OnXW0ornlSsRl","Metric","2010-08-10","https://i.scdn.co/image/ab67616d0000b273add7088b90038ceadcd09b78","1","1","297459","https://p.scdn.co/mp3-preview/bcba6490d932adfe3b7fd600b76dbe65100741ba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","CARB70905801","","2024-06-08T20:10:19Z"
"spotify:track:5tB3jH72pfXtVlwDxpiIlq","嘘じゃない","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","spotify:album:0mr3594rcsk9iPlB3Py72x","嘘じゃない","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2024-05-23","https://i.scdn.co/image/ab67616d0000b273461c4f70cbcc9a966cfdbdcb","1","1","258633","https://p.scdn.co/mp3-preview/3c732069d3baa5c4bd5dd287d3e00fa41fef7778?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","JPPO02401208","","2024-06-08T18:13:19Z"
"spotify:track:4lcupZPn3QWQWQ20C9ZL0M","Blues in the Closet","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","spotify:album:5C3ycPoEWRtvdBClDrH6uK","Blues in the Closet","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2024-06-06","https://i.scdn.co/image/ab67616d0000b273abad4e8b17cab8f0e62351d8","1","1","217800","https://p.scdn.co/mp3-preview/a42c3bb62be0eac88626e0042d0cc82b20b0106e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","JPPO02401209","","2024-06-08T09:32:38Z"
"spotify:track:7f7v2N5STXFIm2X7W0K5Cd","Midnight Mayoi","spotify:artist:1PhE6rv0146ZTQosoPDjk8, spotify:artist:6AjW1aE0OlIoRGdnwbHgP2","Mori Calliope, Kobo Kanaeru","spotify:album:69B75ZlQfe1meYEuTXwtDN","Midnight Mayoi","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2024-06-07","https://i.scdn.co/image/ab67616d0000b27317c914b7101cec605a6e8186","1","1","171013","https://p.scdn.co/mp3-preview/e80f3fb54cdfcbae38fa7ecf524ec9c3a32d5f4d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","JPPO02402821","","2024-06-07T09:30:11Z"
"spotify:track:2ZhqxECWfMxBF4YoLFTZ0U","Fuvk The Fairytale","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:6zyVqxhbcRIa7nCyUobInO","CHILI T","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","2021-02-26","https://i.scdn.co/image/ab67616d0000b273ef967096fde0c06b4126eb24","1","5","235848","","false","0","HKF822000002","","2024-06-06T01:41:56Z"
"spotify:track:2eQAOUcjGKoLrCHQkFekAI","Psycho","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:6zyVqxhbcRIa7nCyUobInO","CHILI T","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","2021-02-26","https://i.scdn.co/image/ab67616d0000b273ef967096fde0c06b4126eb24","1","1","171308","","false","0","HKF821900007","","2024-06-06T01:35:09Z"
"spotify:track:0B7Bmgk2EIogEnhLz6gqRI","10,000ft.","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:6zyVqxhbcRIa7nCyUobInO","CHILI T","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","2021-02-26","https://i.scdn.co/image/ab67616d0000b273ef967096fde0c06b4126eb24","1","9","221210","","false","0","HKF822100006","","2024-06-06T01:32:49Z"
"spotify:track:2oOemghuOplk25PORF4s39","至少做一件離譜的事","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:4ExqABTnuhxEXKYr0MI8L6","至少做一件離譜的事","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","2024-03-19","https://i.scdn.co/image/ab67616d0000b2739073dcf72ae006c229a0d7e7","1","1","232839","https://p.scdn.co/mp3-preview/5d67025dff25abc7ae1071522e570328dbc76640?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","HKI492463201","","2024-06-06T01:32:42Z"
"spotify:track:7ldZwZnZ9FTpmb07SgqN2M","Twelve Nights of Christmas","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:1OQfUgYdqH5F2QP0uRma3g","not so xmas xmas","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5, spotify:artist:51ZhiTtynrHq7tD4xfGZV7","Kiri T, moon tang","2023-12-05","https://i.scdn.co/image/ab67616d0000b273dc1bc0d1b5856f61b8bed0a3","1","2","123891","https://p.scdn.co/mp3-preview/c239d046c6236b3d869f81eb9cf9c9446179c04e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","HKI492363209","","2024-06-06T01:31:56Z"
"spotify:track:3q4BnVFBNXyeOnFgt0LEfK","10,000ft","spotify:artist:1IDuSpntFl2Mutofvrrutc, spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","陳柏宇, Kiri T","spotify:album:3fPlDi7S65WnuuVpG3uy9C","10,000ft","spotify:artist:1IDuSpntFl2Mutofvrrutc, spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","陳柏宇, Kiri T","2021-09-24","https://i.scdn.co/image/ab67616d0000b273d078f073b393e4858b99e383","1","1","199594","https://p.scdn.co/mp3-preview/c6b95873cb3bccd0504f9272474639fd04e41536?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","HKA412100121","","2024-06-06T01:26:21Z"
"spotify:track:1qye56Gm5AThl9AcSJIAj4","Fuvk the Fairytale","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:5NHJQpeBaBbOsNlEeGDJnn","CHILI T","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","2021-02-26","https://i.scdn.co/image/ab67616d0000b273d15043911c0a15c0af6bb7a7","1","5","235848","https://p.scdn.co/mp3-preview/c48a5643a4d66e8fa52fcae9a21f64648d1ec2e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","HKF822000002","","2024-06-06T01:16:43Z"
"spotify:track:7oSrtwyMNXomragc2eLyI4","Dating Rules - Studio Live","spotify:artist:68gYAqni9tSrACmLCp4qoM, spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","衛蘭, Kiri T","spotify:album:5SjqXySWWIZc5DWSw6uYwf","Dating Rules (Studio Live)","spotify:artist:68gYAqni9tSrACmLCp4qoM, spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","衛蘭, Kiri T","2022-02-24","https://i.scdn.co/image/ab67616d0000b27346f1fce6ed5f6c2cf75c217a","1","1","213144","https://p.scdn.co/mp3-preview/ef24dd8492f9f84145029613f5a68096cc0354d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","HKI492237203","","2024-06-06T01:09:34Z"
"spotify:track:2fSJhxoCQj6oMYpkM8Iun4","有些話要用英文說","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","spotify:album:6yNOO8WVRxbhJgsmEJAVpo","有些話要用英文說","spotify:artist:1gpUtHqrKRAEy8w7ojs8l5","Kiri T","2024-06-06","https://i.scdn.co/image/ab67616d0000b2734bdc356239527e7a11167632","1","1","190264","https://p.scdn.co/mp3-preview/300e876d360ec4a6d7181e9b320a868d7aef10a0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","HKI492463203","","2024-06-06T00:53:53Z"
"spotify:track:5jbSWid6JzCiCk3dGgc1aG","喃嘸師感官漫遊","spotify:artist:3tvtGR8HzMHDbkLeZrFiBI","林家謙","spotify:album:1wy1PufTo2DFzDDj3lpTym","喃嘸師感官漫遊","spotify:artist:3tvtGR8HzMHDbkLeZrFiBI","林家謙","2024-04-23","https://i.scdn.co/image/ab67616d0000b27337def004f90c25c21c82daa5","1","1","189000","https://p.scdn.co/mp3-preview/91c5e07ee02ceae579e705c6e64854e35b1f3726?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","HKC992400003","","2024-06-03T06:36:35Z"
"spotify:track:2IVeJq2LW4ava2H9yfLCbj","PARADIGM","spotify:artist:6iUs0Aijnu60VAAf8Aj2YM","YELLOW黃宣","spotify:album:1rKt5xiSngw0Sstx2blL7E","BEANSTALK","spotify:artist:6iUs0Aijnu60VAAf8Aj2YM","YELLOW黃宣","2021-12-20","https://i.scdn.co/image/ab67616d0000b273c07c77b58e0ab3a72247e99a","1","5","154480","https://p.scdn.co/mp3-preview/48e3ba9e311ac1c2336480ada64729b15954ccb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","TWFM52100205","","2024-06-02T07:45:34Z"
"spotify:track:0NtfH5RUt4V3Vzh18Wuc23","MIRROR","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:4bIo5w5xKztinGjv11NoOQ","MIRROR","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2024-05-30","https://i.scdn.co/image/ab67616d0000b273dfdacb364c44d7365b6139b7","1","1","178000","https://p.scdn.co/mp3-preview/7fc5662e89cc7f0c322d51d4a67b1873b8dfc6b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","JPPO02402466","","2024-05-30T17:27:31Z"
"spotify:track:0eBi77EhV2AQJbt5aTz8EI","愛是最大權利","spotify:artist:66FF9LF0uO3W1zxEN0m8uN","鄭中基","spotify:album:6C6myxCMDNokbCAogRYNA0","鄭中基正宗 K 新曲精選","spotify:artist:66FF9LF0uO3W1zxEN0m8uN","鄭中基","2006","https://i.scdn.co/image/ab67616d0000b273f1db2e50a6b274bc757fd847","2","3","255000","https://p.scdn.co/mp3-preview/32d88d194555ca4c10dd13597245c616a0fc26a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","HKG580500073","","2024-05-28T23:44:27Z"
"spotify:track:3Yho2O7rxJUXGW2A33nMxS","致少年時代","spotify:artist:4F0XzHNcfvvA2I0rGqIwAQ","古巨基","spotify:album:7LklIbv74TkH1Cy4UEZf9w","我是暖聲男歌手 古巨基","spotify:artist:4F0XzHNcfvvA2I0rGqIwAQ","古巨基","2015-01-20","https://i.scdn.co/image/ab67616d0000b273e8ac14dfb4e4994cfd3dfae2","1","6","240241","https://p.scdn.co/mp3-preview/864bcd012fc8ed445d6416ff10eace1773bccc0a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","HKD251415501","","2024-05-28T23:34:10Z"
"spotify:track:4lZfTx2TGu6ZqYolpQH33J","重口味","spotify:artist:2QcZxAgcs2I1q7CtCkl6MI","陳奕迅","spotify:album:4vS7uFNBVdu1TFWWDHjZ7E","...3mm","spotify:artist:2QcZxAgcs2I1q7CtCkl6MI","陳奕迅","2012-01-01","https://i.scdn.co/image/ab67616d0000b273e4559905b10518d174147170","1","1","238013","https://p.scdn.co/mp3-preview/da0f95cd56f02847289e4044385c3b7cfccb3ae2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","HKJ631201001","","2024-05-27T11:46:20Z"
"spotify:track:43fTHnJHVzLAifZXZp8goA","Musical Genocide","spotify:artist:06nevPmNVfWUXyZkccahL8","Gregory Porter","spotify:album:2o86ajLsjwh2FWTdD9vmjj","Liquid Spirit (Deluxe Version)","spotify:artist:06nevPmNVfWUXyZkccahL8","Gregory Porter","2013-01-01","https://i.scdn.co/image/ab67616d0000b27310f24a19d2498497d9c47f5f","1","6","222853","https://p.scdn.co/mp3-preview/fa253a9db183173e11ff2ed0c836779af87a2de2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","FRUM71301847","","2024-05-25T20:19:28Z"
"spotify:track:1AORfnD538aKwUzSyqTz05","Lady Luck","spotify:artist:1fUMEn4Yk7ZUloozE0fRLL","Jamie Woon","spotify:album:30MSPzoWz0TzaFY7zx02XD","Mirrorwriting","spotify:artist:1fUMEn4Yk7ZUloozE0fRLL","Jamie Woon","2011-01-01","https://i.scdn.co/image/ab67616d0000b273419b4c99d32745b5e85d821c","1","3","248306","https://p.scdn.co/mp3-preview/5a3e2b1d09862a7029fb2b419ae4fbb11a067a97?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","GBUM71031223","","2024-05-25T19:46:55Z"
"spotify:track:2dk5HQv2V6hEVeGGlPvCFA","Sharpness","spotify:artist:1fUMEn4Yk7ZUloozE0fRLL","Jamie Woon","spotify:album:6ITNDvsL7pS6nv93kwHgwq","Making Time","spotify:artist:1fUMEn4Yk7ZUloozE0fRLL","Jamie Woon","2015-10-30","https://i.scdn.co/image/ab67616d0000b273324bea71a32e892c312eaa84","1","3","207133","https://p.scdn.co/mp3-preview/729598225fc30bc03db1d171c1e62d1d8764f21a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","GBUM71504053","","2024-05-25T18:00:14Z"
"spotify:track:2jdAk8ATWIL3dwT47XpRfu","Slow Dancing in a Burning Room","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","spotify:album:1Xsprdt1q9rOzTic7b9zYM","Continuum","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","2006-09-11","https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f","1","8","242000","https://p.scdn.co/mp3-preview/6d12adc4a57955aea80caa0f6b81b71c6301788e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USSM10603632","","2024-05-25T17:55:44Z"
"spotify:track:4T6FWA703h6H7zk1FoSARw","New Light","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","spotify:album:2JmfwvRDitJlTUoLCkp61z","Sob Rock","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","2021-07-16","https://i.scdn.co/image/ab67616d0000b273779063301154e835a91a35e0","1","3","217426","https://p.scdn.co/mp3-preview/017e35397f13569c1f488b61d9b7cd52facf00a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USSM11806100","","2024-05-25T17:50:59Z"
"spotify:track:3SktMqZmo3M9zbB7oKMIF7","Gravity","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","spotify:album:1Xsprdt1q9rOzTic7b9zYM","Continuum","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","2006-09-11","https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f","1","4","245826","https://p.scdn.co/mp3-preview/3f14511d645b6d6223330dac8b96e2ba81a0796f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USSM10603628","","2024-05-25T17:48:29Z"
"spotify:track:2prqm9sPLj10B4Wg0wE5x9","BLUE","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","10","343120","https://p.scdn.co/mp3-preview/966f03f6fb9e8c7d15014b2cb25a7280112098b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USUM72401996","","2024-05-25T01:26:15Z"
"spotify:track:1LLUoftvmTjVNBHZoQyveF","THE DINER","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","8","186346","https://p.scdn.co/mp3-preview/4998bad5832e1767f4abd980b13b57afec817b64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USUM72401989","","2024-05-25T01:20:56Z"
"spotify:track:6fPan2saHdFaIHuTSatORv","L’AMOUR DE MA VIE","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","7","333986","https://p.scdn.co/mp3-preview/c1c545337b56496e5f098e1f4190f95043369b45?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","USUM72401990","","2024-05-25T01:17:08Z"
"spotify:track:6TGd66r0nlPaYm3KIoI7ET","THE GREATEST","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","6","293840","https://p.scdn.co/mp3-preview/7bc36fe41306df91a552a41305af3d53bb5a9d84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","USUM72401992","","2024-05-25T01:12:32Z"
"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","5","261466","https://p.scdn.co/mp3-preview/ab7acea907be9cbe03bba9964765aa889f53d238?cid=9950ac751e34487dbbe027c4fd7f8e99","false","87","USUM72401993","","2024-05-25T01:02:31Z"
"spotify:track:6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","4","210373","https://p.scdn.co/mp3-preview/2899f0275fc029d456d924a60ae6f747bda1ed80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","92","USUM72401994","","2024-05-25T00:56:29Z"
"spotify:track:7BRD7x5pt8Lqa1eGYC4dzj","CHIHIRO","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","3","303440","https://p.scdn.co/mp3-preview/2b57d233ddb7137924c7a198741b97e8698023ae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","90","USUM72401988","","2024-05-25T00:54:36Z"
"spotify:track:1lx8ddGT5wCD6W2xmLeRKG","Saving All My Love for You","spotify:artist:6XpaIBNiVzIetEPCWDvAFP","Whitney Houston","spotify:album:2MH37enG6IPvNK5QFLyKes","Whitney Houston","spotify:artist:6XpaIBNiVzIetEPCWDvAFP","Whitney Houston","1985-02-14","https://i.scdn.co/image/ab67616d0000b2732ae4fcec560ab559d6f5dc88","1","4","238466","https://p.scdn.co/mp3-preview/5f703a612c943afb43a6f7f957c60bd4566a167c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USAR18500021","","2024-05-25T00:46:17Z"
"spotify:track:629DixmZGHc7ILtEntuiWE","LUNCH","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:7aJuG4TFXa2hmE4z1yxc3n","HIT ME HARD AND SOFT","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2024-05-17","https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62","1","2","179586","https://p.scdn.co/mp3-preview/c3a85474a1fc40d876b6bd15c240197e2f974e6e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","92","USUM72401991","","2024-05-25T00:45:50Z"
"spotify:track:4SSnFejRGlZikf02HLewEF","bury a friend","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:0S0KGZnfBGSIssfF54WSJh","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2019-03-29","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","1","10","193143","https://p.scdn.co/mp3-preview/b821adc1d6ef642032f778e894500b75b930ff28?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USUM71900770","","2024-05-25T00:45:45Z"
"spotify:track:2rDwdvBma1O1eLzo29p2cr","Whataya Want from Me","spotify:artist:6prmLEyn4LfHlD9NnXWlf7","Adam Lambert","spotify:album:0cUNjl7p6LYZJkKXJWzqP0","For Your Entertainment","spotify:artist:6prmLEyn4LfHlD9NnXWlf7","Adam Lambert","2009-11-23","https://i.scdn.co/image/ab67616d0000b273fe0d9870d6d8e18c3a00c658","1","3","227320","https://p.scdn.co/mp3-preview/be2c609545e2f5a18467c97d6bae939947de9f58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","GBCTA0900344","","2024-05-25T00:45:30Z"
"spotify:track:3bceL3NJmM8sKwr5dyrKAz","Superwoman","spotify:artist:5lJBrQQ88JjskJmJeVKX4F","Karyn White","spotify:album:2Ck4KnfNbVPQqcRkmsDt6F","Karyn White","spotify:artist:5lJBrQQ88JjskJmJeVKX4F","Karyn White","1988-01-01","https://i.scdn.co/image/ab67616d0000b2734ed1410bb4b7681d30c2a2a4","1","4","347453","https://p.scdn.co/mp3-preview/8977e9759f0f381a05b2a468bdd6231b411d2617?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USWB10000487","","2024-05-25T00:44:45Z"
"spotify:track:3di5hcvxxciiqwMH1jarhY","Set Fire to the Rain","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","spotify:album:5duyQokC4FMcWPYTV9Gpf9","21","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","2011-01-24","https://i.scdn.co/image/ab67616d0000b273164feb363334f93b6458d2a9","1","5","242973","https://p.scdn.co/mp3-preview/6fc68c105e091645376471727960d2ba3cd0ee01?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBBKS1000348","","2024-05-25T00:43:41Z"
"spotify:track:3707IBa4HnS3zDDoWfeUBl","I Warned Myself","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","spotify:album:3TDyDrYb9qx7DtGWXqvLfW","I Warned Myself","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","2019-08-21","https://i.scdn.co/image/ab67616d0000b273e66903135e41183081297578","1","1","159782","https://p.scdn.co/mp3-preview/8aa42bf2ea5762da51f0cf42fdc108f2c9c4383b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USAT21904473","","2024-05-24T05:20:30Z"
"spotify:track:49dFIRQCQxPWgoH0m38XQ5","Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album","spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot, spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Lennon Stella, Charlie Puth","spotify:album:4D9M4nzQ9kvchgxyQyymtW","Summer Feelings (feat. Charlie Puth)","spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot, spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Lennon Stella, Charlie Puth","2020-04-23","https://i.scdn.co/image/ab67616d0000b2738733aeff08abb0822948bbb0","1","1","160289","https://p.scdn.co/mp3-preview/23c44f231e4fbd10c9a4a8ba56a7a4643256bef0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USAT22003073","","2024-05-24T05:20:20Z"
"spotify:track:5TTyyKNJZHONhjtAiXL1nG","Hero","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","spotify:album:62wSbbJY50qycn9uBP4rIC","Hero","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","2024-05-24","https://i.scdn.co/image/ab67616d0000b273f4c36213d8fbf11dec924f97","1","1","196752","https://p.scdn.co/mp3-preview/9c01a039e8fa4701339d6eff98c6530463563f66?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","USAT22403155","","2024-05-24T05:14:21Z"
"spotify:track:1Gp94UwuwbbS4vsLfaDiBz","わたしの線香","spotify:artist:2c32JruIkUyfdycHmhIph4, spotify:artist:7neUaeCzIILoPHd24HahXq","花譜, 羽生まゐご","spotify:album:2DWBt4RDehLvB7zIrOCbrt","わたしの線香","spotify:artist:2c32JruIkUyfdycHmhIph4, spotify:artist:7neUaeCzIILoPHd24HahXq","花譜, 羽生まゐご","2022-02-23","https://i.scdn.co/image/ab67616d0000b2735b044fc351591c7364af356b","1","1","154285","https://p.scdn.co/mp3-preview/8254a1c7f74ff2d769a703e4b7568b643f3c0c0e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","JP92N2209792","","2024-05-24T05:13:48Z"
"spotify:track:2Fs9MpPQ23sp9cHhE1V0uN","Wish I could see you, but","spotify:artist:5kVZa4lFUmAQlBogl1fkd6","愛繆","spotify:album:1b9kAfygXZBmU6yPWxYeU7","Wish I could see you, but","spotify:artist:5kVZa4lFUmAQlBogl1fkd6","愛繆","2024-05-22","https://i.scdn.co/image/ab67616d0000b273f3299476eceaf2cbb71d5609","1","1","315386","https://p.scdn.co/mp3-preview/d3d4c3ff7514d62582463f47c6c20319a10cff8a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","JPWP02400388","","2024-05-24T05:12:46Z"
