"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:1J707Wskr4x6JO9QwhiCm4","我睡不著","spotify:artist:7Ec6c9lhFbsTfuwmIkhZa9","守夜人","spotify:album:6ZJk7O5Jf40ldannnGtYiO","使者","spotify:artist:7Ec6c9lhFbsTfuwmIkhZa9","守夜人","2020-08-14","https://i.scdn.co/image/ab67616d0000b273bedd2235a40f917b10e8fa21","1","7","199586","https://p.scdn.co/mp3-preview/96ff968d7e0fc9ef0a235a9a3877acfc45e96c2b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","TWCH51900001","","2024-05-18T02:01:42Z"
"spotify:track:1gqiMq3X8QPXNhPrGULUZL","我想行開下","spotify:artist:5ltDGYW0Lwwp4ZZoz4q3r8","Luna Is A Bep","spotify:album:6t5kaD0AQppsm06nKToYGq","我想行開下","spotify:artist:5ltDGYW0Lwwp4ZZoz4q3r8","Luna Is A Bep","2020-02-07","https://i.scdn.co/image/ab67616d0000b2732b1386fe1a0eb43ca613fc9b","1","1","149333","https://p.scdn.co/mp3-preview/9dca0a5ce22d6d9b26fa36873bf739bcddc8b83c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","TWCC32001116","","2024-05-18T02:01:42Z"
"spotify:track:0rQ0vlir4lQmdhi2gzzPqb","一口氣全唸對","spotify:artist:2elBjNSdBE2Y3f0j1mjrql","周杰倫","spotify:album:1aYDr6muZPmwYvstDnIbeH","哎呦 不錯哦","spotify:artist:2elBjNSdBE2Y3f0j1mjrql","周杰倫","2014-12-26","https://i.scdn.co/image/ab67616d0000b27323345e25b1956a53d2a0bbd1","1","6","158893","","false","0","TWK971401106","","2024-05-18T02:01:41Z"
"spotify:track:6nek1Nin9q48AVZcWs9e9D","Paradise","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","spotify:album:2R7iJz5uaHjLEVnMkloO18","Mylo Xyloto","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","2011-10-24","https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d","1","3","278719","https://p.scdn.co/mp3-preview/1039fd50eaca0a268a2378a6c9244bf85c8b961f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","GBAYE1101143","","2024-05-18T02:01:41Z"
"spotify:track:1S1cY016AlRL2rnOO5bolN","濛","spotify:artist:6YlGm6QDrC3TOknYcHjt62","麥浚龍","spotify:album:5CyypeOKTQJsDHXSuRvv47","Nothing Lasts Forever","spotify:artist:6YlGm6QDrC3TOknYcHjt62","麥浚龍","2010","https://i.scdn.co/image/ea6aab96d414540bbdb3d16b9a985b668b67489f","1","8","209413","https://p.scdn.co/mp3-preview/20aed3aaca7ebdd3eca8ecbf1e9c938be3f37d33?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","","","2024-05-18T02:01:41Z"
"spotify:track:4WBNWQZR2TCDanKIg95gpT","救命稻草","spotify:artist:5tRk0bqMQubKAVowp35XtC","MC 張天賦","spotify:album:5OlvQy8lBirp1AiU1ce8u7","救命稻草","spotify:artist:5tRk0bqMQubKAVowp35XtC","MC 張天賦","2023-11-09","https://i.scdn.co/image/ab67616d0000b273c74c7273699a30fd8b91ec5b","1","1","261215","https://p.scdn.co/mp3-preview/4f751be7dafde711503c9879f2be72c32fb23930?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","HKI492308267","","2024-05-18T02:01:41Z"
"spotify:track:1O8GRqEK507XjuB3geakKD","The Other Side of a Rainy Night","spotify:artist:53s4vlGVj7prldEOUH8m47","ALBATROSS","spotify:album:6a83TUMA84dt3or1Rcjchc","The Other Side of a Rainy Night","spotify:artist:53s4vlGVj7prldEOUH8m47","ALBATROSS","2023-03-24","https://i.scdn.co/image/ab67616d0000b27390cb55b6827daf72f31fb937","1","1","297300","https://p.scdn.co/mp3-preview/4c5de7253d10d4b567cc67db1f15e8f47ddc0cb4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","TCJPV2305149","","2024-05-18T02:01:41Z"
"spotify:track:1mJrEV0RleZsIdbNBzTIxl","傻女","spotify:artist:5SLOTZhruJRRGgIRtTSPc5","陳慧嫻","spotify:album:0DcZEEsk0ptMYmeaznU7F1","陳慧嫻精選-今天的愛人是誰","spotify:artist:5SLOTZhruJRRGgIRtTSPc5","陳慧嫻","1994-01-01","https://i.scdn.co/image/ab67616d0000b273c77614b2128f90d5453fad8e","1","3","230573","https://p.scdn.co/mp3-preview/ff15352853b2dc3ba94d1ac11644880736da3644?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","HKA619900400","","2024-05-18T02:01:40Z"
"spotify:track:1Yl7RxY7ZHXXXVhgKGJlgS","PAKU - From THE FIRST TAKE","spotify:artist:3UY1KK0iXeC0mpaK0ltFza","asmi","spotify:album:0hMJeq00Piq16Gt4dr7614","PAKU - From THE FIRST TAKE","spotify:artist:3UY1KK0iXeC0mpaK0ltFza","asmi","2022-08-24","https://i.scdn.co/image/ab67616d0000b273b4f99f23a0d09bdf2aa17667","1","1","128168","https://p.scdn.co/mp3-preview/2a7e36c00b60f04190bef493f3b048b219a588fb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","JPU902202922","","2024-05-18T02:01:40Z"
"spotify:track:0wn6RJbs19D8DuIMVGyWzd","人類群星閃耀時 – From THE FIRST TAKE","spotify:artist:6B9YF4eOv99klogeZUzkYM","MIRROR","spotify:album:18atRcBjNcPFnYQg9BhFC5","人類群星閃耀時 – From THE FIRST TAKE","spotify:artist:6B9YF4eOv99klogeZUzkYM","MIRROR","2023-05-19","https://i.scdn.co/image/ab67616d0000b273967bab979441c5c6aff64ee0","1","1","313920","https://p.scdn.co/mp3-preview/e6c045dd527eb5b6b8dd06b3299e722e37fe527a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","HKA412300037","","2024-05-18T02:01:40Z"
"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","All The Stars (with SZA)","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Kendrick Lamar, SZA","spotify:album:3pLdWdkj83EYfDN6H2N8MR","Black Panther The Album Music From And Inspired By","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","Kendrick Lamar, SZA","2018-02-09","https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888","1","2","232186","https://p.scdn.co/mp3-preview/330c6d6e5bfcc1bc831b6948b57ce9c98e7558bf?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","USUM71713947","","2024-05-18T02:01:40Z"
"spotify:track:6R0alyT30CwLNg295HiNDB","光の影","spotify:artist:53s4vlGVj7prldEOUH8m47","ALBATROSS","spotify:album:5vnV4xrU1zSKZ30wBCWwst","光の影","spotify:artist:53s4vlGVj7prldEOUH8m47","ALBATROSS","2023-10-31","https://i.scdn.co/image/ab67616d0000b273656d18b4d2110a24001b3745","1","1","263860","https://p.scdn.co/mp3-preview/c9e19da03e7fb8ee8fd94592a87c068b1496b07f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","JPWP02301125","","2024-05-18T02:01:40Z"
"spotify:track:5rtQne7IYwsnlAACU8jEqu","忘記趁早","spotify:artist:00SyEN54VSQ2GIYd7OZP8I","Felix 林智樂","spotify:album:3NdRaM2lpDa8DSoylTIqFq","忘記趁早","spotify:artist:00SyEN54VSQ2GIYd7OZP8I","Felix 林智樂","2023-06-08","https://i.scdn.co/image/ab67616d0000b273089120da92b77cc9a168be79","1","1","289949","https://p.scdn.co/mp3-preview/cb495517a4593706d9b0a8b03dc990b3c02843a9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","HKJ342350020","","2024-05-18T02:01:39Z"
"spotify:track:3zFCWLID95gRCpHzryKhwu","One Day","spotify:artist:56Ac1JJiopOrWDuRIb330x","Zpecial","spotify:album:3VtXZXHqeNcVd2xgWh8hBY","COS - City of Stars","spotify:artist:56Ac1JJiopOrWDuRIb330x","Zpecial","2023-11-07","https://i.scdn.co/image/ab67616d0000b2738ed178943e3004e0b5a1a866","1","6","202680","https://p.scdn.co/mp3-preview/2b63902c911816889c6373ccf0643c5d447ea921?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","HKI492366211","","2024-05-18T02:01:39Z"
"spotify:track:7sqlTXURIVIDIcxZC0mEKE","寂寞的男人","spotify:artist:1Hu58yHg2CXNfDhlPd7Tdd","張學友","spotify:album:3vEbpmjfKEyEIi2E6pUCha","有個人","spotify:artist:1Hu58yHg2CXNfDhlPd7Tdd","張學友","1999-01-01","https://i.scdn.co/image/ab67616d0000b2739d604bf47c3c8e6a618f3bbc","1","5","291173","https://p.scdn.co/mp3-preview/4fc868f01e3272cb811392400daba403775e40aa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","HKC339900005","","2024-05-18T02:01:39Z"
"spotify:track:2J3Ww3GO7w22Tygm4lyO7B","NIGHT DANCER - From THE FIRST TAKE","spotify:artist:4TaSvnT5o4REFwhqfrmK27","imase","spotify:album:53dXXRjO7dKELvj0ORPGgA","NIGHT DANCER (From THE FIRST TAKE)","spotify:artist:4TaSvnT5o4REFwhqfrmK27","imase","2023-10-20","https://i.scdn.co/image/ab67616d0000b273da89ac4529c31da684c4a195","1","1","206773","https://p.scdn.co/mp3-preview/89693940cc6cc31e8b622bb8d0e1226a640307e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","JPPO02303435","","2024-05-18T02:01:39Z"
"spotify:track:6fxVffaTuwjgEk5h9QyRjy","Photograph","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","spotify:album:6NoBzYmh5gUusGPCfg0pct","x (Wembley Edition)","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","2013","https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524","1","6","258986","https://p.scdn.co/mp3-preview/d90f4e5f15d8ed411307945560b1db8cca6b253b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","GBAHS1400094","","2024-05-18T02:01:39Z"
"spotify:track:5i8lwhzx9FyilInJWa5lhn","rendez-vous","spotify:artist:26JbIcCELE7o1nl8pw6Vlg","shytaupe","spotify:album:0TxOw3GSb01frvQeBbP8MP","kidnapping / rendez-vous","spotify:artist:26JbIcCELE7o1nl8pw6Vlg","shytaupe","2023-04-25","https://i.scdn.co/image/ab67616d0000b273415ec0556ea4bbadf670c79e","1","2","237739","https://p.scdn.co/mp3-preview/d1b3a19e939a77f719d1f9485fafa96f405e1105?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","TCJPV2377398","","2024-05-18T02:01:38Z"
"spotify:track:4KYO2hnz2vWH0JHJuWypAf","Nisennen... Moshiku wa... Nimannen Go no Kimi e","spotify:artist:3eNYrVLcWfjJ9JdH9kiPJO","Linked Horizon","spotify:album:1jx7pZycE5duql9z0qJNDv","Nisennen... Moshiku wa... Nimannen Go no Kimi e","spotify:artist:3eNYrVLcWfjJ9JdH9kiPJO","Linked Horizon","2023-11-05","https://i.scdn.co/image/ab67616d0000b273c5bcab6ed84d1b7f01d33e3f","1","1","284784","https://p.scdn.co/mp3-preview/3a75a598c58f605e9fc882b055efaddd0b11b63e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","JPPC02312228","","2024-05-18T02:01:38Z"
"spotify:track:504dWxwTo8f502R1DgV26A","振り子 - From THE FIRST TAKE","spotify:artist:6le80R1opKnTlP4o3KvA2k","Uru","spotify:album:2rts6YzY6k8UofKkKyDeEY","振り子 - From THE FIRST TAKE","spotify:artist:6le80R1opKnTlP4o3KvA2k","Uru","2023-06-07","https://i.scdn.co/image/ab67616d0000b2731c75895f3d0cfdc8cd6cae74","1","1","249826","https://p.scdn.co/mp3-preview/4c4d8f7deb8f83153fac807678174d6f5a842f51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","JPU902300463","","2024-05-18T02:01:38Z"
"spotify:track:4zYlju4viLB237Htiz3zgo","SNEAKING","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","spotify:album:39rmUoL2KGWuxRFQ28FfhN","SNEAKING","spotify:artist:1PhE6rv0146ZTQosoPDjk8","Mori Calliope","2023-10-20","https://i.scdn.co/image/ab67616d0000b2736314f0ed8f37f342933c4dc3","1","1","156937","https://p.scdn.co/mp3-preview/dee1ac9509183ea267a15fb5cc636d1806908118?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","JPPO02303306","","2024-05-18T02:01:38Z"
"spotify:track:4UOZ3duqmEfMKXqvkZeboh","玫瑰少年 - From THE FIRST TAKE","spotify:artist:1r9DuPTHiQ7hnRRZ99B8nL","蔡依林","spotify:album:5o0kzdpGdsavvzBjhQTdkH","玫瑰少年 - From THE FIRST TAKE","spotify:artist:1r9DuPTHiQ7hnRRZ99B8nL","蔡依林","2023-06-19","https://i.scdn.co/image/ab67616d0000b27369552db568c989e4c805982e","1","1","195032","https://p.scdn.co/mp3-preview/3eaa48315da9e94c5547582e66ee93539c887576?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","TWA472368001","","2024-05-18T02:01:38Z"
"spotify:track:56H3dKCFVcdHQjFHPOSUED","Bored","spotify:artist:0oHBFMjYOrzvSP2DNKm2ZO","Rasti","spotify:album:01XUDAAZw5f8qcXBmjTACA","Bored","spotify:artist:0oHBFMjYOrzvSP2DNKm2ZO","Rasti","2020-07-31","https://i.scdn.co/image/ab67616d0000b2736b0b406bca0b319c4309f3b0","1","1","161897","https://p.scdn.co/mp3-preview/74b9a89c22ff2a14eb26c5ea73e9851817e95904?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","QZHNC2061878","","2024-05-18T02:01:37Z"
"spotify:track:611w2dL7Vk4c54JvtH0qo6","第六感 - From THE FIRST TAKE","spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ","Reol","spotify:album:0EbYTNRzdei4MUdRmBsUKC","第六感 - From THE FIRST TAKE","spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ","Reol","2023-09-22","https://i.scdn.co/image/ab67616d0000b273457f60c229a47c15b7de1cfa","1","1","194200","https://p.scdn.co/mp3-preview/2acbec33bc3cc537598c0843f707a99c5d1afbc4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","JPU902303897","","2024-05-18T02:01:37Z"
"spotify:track:1O0x15ewaQBwArgdXYjtEy","Deadbeat Boulevard","spotify:artist:2HVE2V5PaPVnSohgQCuFCH","Ace of Hearts","spotify:album:1SWdczXnalCX6zfnOEHYU0","Frozen in Time","spotify:artist:2HVE2V5PaPVnSohgQCuFCH","Ace of Hearts","2021-12-10","https://i.scdn.co/image/ab67616d0000b27307d74bde9b62f646ada51c4c","1","8","218594","https://p.scdn.co/mp3-preview/f597e2c43358f89fbdfbb6b6e0281993012d9274?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","TCAFU2166805","","2024-05-18T02:01:37Z"
"spotify:track:76dwCdjz1zzooRtfFEbN86","時間走了但你沒走","spotify:artist:0Awqm7GXGiBp8fJNGvywra","理想混蛋","spotify:album:1qE3IWG3xPJZdLkAXB1rAs","半熟理想","spotify:artist:0Awqm7GXGiBp8fJNGvywra","理想混蛋","2023-10-27","https://i.scdn.co/image/ab67616d0000b273d6440a0195afdb56353be153","1","3","255838","https://p.scdn.co/mp3-preview/1eb74ba18143563fb48d8b1f290f7de991acbf40?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","TWHE52300003","","2024-05-18T02:01:37Z"
"spotify:track:62sxyJJb5ipXnLwnhc1cwq","焦焦焦","spotify:artist:2QcZxAgcs2I1q7CtCkl6MI","陳奕迅","spotify:album:3ykss35B3LJwwwKkLxYOs3","CHIN UP!","spotify:artist:2QcZxAgcs2I1q7CtCkl6MI","陳奕迅","2023-10-26","https://i.scdn.co/image/ab67616d0000b2734fb1987c2bfebdfcf0504b6c","1","3","217890","https://p.scdn.co/mp3-preview/3c299e82ea2683d0aac1b328598a3d105e990807?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","HKJ632207001","","2024-05-18T02:01:37Z"
"spotify:track:0YoqbSyFQngPdXaN0BAxnI","世一","spotify:artist:5tRk0bqMQubKAVowp35XtC","MC 張天賦","spotify:album:1YrplQ1IcOFstrRGSoqIwh","世一","spotify:artist:5tRk0bqMQubKAVowp35XtC","MC 張天賦","2023-01-19","https://i.scdn.co/image/ab67616d0000b2730d4caad50c41f9230781f5cc","1","1","263133","https://p.scdn.co/mp3-preview/fb66222090a9c33be9c5729ae3402f94d6e982d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","HKI492308245","","2024-05-18T02:01:36Z"
"spotify:track:7snQQk1zcKl8gZ92AnueZW","Sweet Child O' Mine","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:28yHV3Gdg30AiB8h8em1eW","Appetite For Destruction","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","1987-07-21","https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5","1","9","356066","https://p.scdn.co/mp3-preview/a941cdd2c0c74206aaa6d7e459e4fdf1d738deaa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USGF18714809","","2024-05-18T02:01:36Z"
"spotify:track:7GRfiALpnehkSNn34LDeci","All Night Radio","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:2kEK5J1Njg3r0Ramvj3GDq","All Night Radio","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2023-10-14","https://i.scdn.co/image/ab67616d0000b2731b20471a763f252ba1b03994","1","1","213000","https://p.scdn.co/mp3-preview/aa4996b1a32f3e11b226a362276a6ff2d5a2cd98?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","JPPO02303297","","2024-05-18T02:01:36Z"
"spotify:track:6k90ibcH1z8Mx9684nfuLW","お勉強しといてよ","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","spotify:album:3cOMXsId5ORUGXt9xu90NI","お勉強しといてよ","spotify:artist:38WbKH6oKAZskBhqDFA8Uj","ZUTOMAYO","2020-05-15","https://i.scdn.co/image/ab67616d0000b273217c565f5a8aecb74b5035f9","1","1","280720","https://p.scdn.co/mp3-preview/2ecdb22971d5f1faf246431b827c1dcb745fa5dd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","JPPO02001468","","2024-05-18T02:01:36Z"
"spotify:track:4vsqx7P5ZIP5c2NKXI8EZk","Operation Ashring","spotify:artist:7l5zSPffvPDaRRYkAHsyt7, spotify:artist:1C3tKTiYomj8ARmmOwaErD, spotify:artist:4tXXfiToKNbDh2wmaInjsL","塞壬唱片-MSR, Erik Castro, X. ARI","spotify:album:4FuUAGZflwL6SLaRXKu3YB","危機合約塵環行動OST","spotify:artist:7l5zSPffvPDaRRYkAHsyt7, spotify:artist:1C3tKTiYomj8ARmmOwaErD, spotify:artist:4tXXfiToKNbDh2wmaInjsL","塞壬唱片-MSR, Erik Castro, X. ARI","2022-08-26","https://i.scdn.co/image/ab67616d0000b2730f282f5348ceabbe01b6f7b2","1","1","204800","https://p.scdn.co/mp3-preview/0438023eaa366b2fb876503f5ae231407526206c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","TWU712204606","","2024-05-18T02:01:36Z"
"spotify:track:4ND6tMab797QBniDpdeJS9","給想要綻放的人","spotify:artist:3TtgOeQcNkf9WVDA4xPBJM","八三夭","spotify:album:4bao3GMkdly88EwZTNvdTr","給想要綻放的人","spotify:artist:3TtgOeQcNkf9WVDA4xPBJM","八三夭","2023-08-22","https://i.scdn.co/image/ab67616d0000b273f3fcfacc4b7fa413e540696f","1","1","202656","https://p.scdn.co/mp3-preview/3430f16a92e910921084356491a1a87874697beb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","TWCC32311421","","2024-05-18T02:01:36Z"
"spotify:track:2lNJGoEJX2FpJDUGZRIuu0","bathroom","spotify:artist:7LTiBdByoaUd329wCpmMcM, spotify:artist:2Hf3gzOBTpBaL0SqyPjX8m, spotify:artist:4O49GHbECmNppFvzK0WZXf","MAISONdes, Ren, maeshima soshi","spotify:album:2fKpk83eEE5bozCQDk84z0","bathroom","spotify:artist:7LTiBdByoaUd329wCpmMcM","MAISONdes","2023-09-27","https://i.scdn.co/image/ab67616d0000b273c4fe79bf86d60609c2dc8720","1","1","211266","https://p.scdn.co/mp3-preview/5715e92ea1ae2bcc405f579314cf77a4aa91a97c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","JPU902303829","","2024-05-18T02:01:35Z"
"spotify:track:61Go3FTDYWfYCIOocJebUm","Kura Kura","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:3OvV8YeT8557GIGzDtEoen","Kura Kura","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2023-10-04","https://i.scdn.co/image/ab67616d0000b2733078277dccc526cca9bacbe5","1","1","191105","https://p.scdn.co/mp3-preview/37b6e1b8381b66fe0fe2bb17c229609f0b14fe42?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","JPPO02303099","","2024-05-18T02:01:35Z"
"spotify:track:4EtIyBLHlEJoNPsb3Kv3CQ","花海","spotify:artist:5tRk0bqMQubKAVowp35XtC","MC 張天賦","spotify:album:3jHdrD9gXC0XL1ZuD4NmMS","花海","spotify:artist:5tRk0bqMQubKAVowp35XtC","MC 張天賦","2023-04-18","https://i.scdn.co/image/ab67616d0000b273b0370044c54b5c391b159744","1","1","177560","https://p.scdn.co/mp3-preview/8ad39f20a26089ab1b43e24c8307b202cf2b1857?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","HKI492308257","","2024-05-18T02:01:35Z"
"spotify:track:6gHsenqqwzj67gp1OzCIi2","Pvp","spotify:artist:1x2YcZB1QpRZB3HT9gdUCQ","Ken Ashcorp","spotify:album:4Sp94AQ3TRsEdfkowcplx3","Pvp - Single","spotify:artist:1x2YcZB1QpRZB3HT9gdUCQ","Ken Ashcorp","2011-10-22","https://i.scdn.co/image/ab67616d0000b273cdda71afbc8190c5806b7937","1","1","114193","https://p.scdn.co/mp3-preview/de2e671ce69f0ae48433b88fd31e5af8bf9cef5b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","TCABB1147206","","2024-05-18T02:01:35Z"
"spotify:track:2bG5XePwwOUiRdVwXOBTGh","Dare You to Love Me","spotify:artist:1x2YcZB1QpRZB3HT9gdUCQ","Ken Ashcorp","spotify:album:5gmZF5aBJTqMkYnWGowocm","Dare You to Love Me","spotify:artist:1x2YcZB1QpRZB3HT9gdUCQ","Ken Ashcorp","2022-07-23","https://i.scdn.co/image/ab67616d0000b2732077d397e37eb877ea92d023","1","1","94883","https://p.scdn.co/mp3-preview/82bebbbb3131bd7dce57cd52540dcc4375bd1012?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","TCAGI2278882","","2024-05-18T02:01:35Z"
"spotify:track:1q4BCQssFe74UJmnWt5lov","Lipstick","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","spotify:album:0xNBKoAOgkjxgDsmoa5lpV","Lipstick","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","2023-08-18","https://i.scdn.co/image/ab67616d0000b27308ccf011ad52680964601764","1","1","208421","https://p.scdn.co/mp3-preview/14caab31e8e89dc1b491aaf76bbbdb437bcec2ca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USAT22307724","","2024-05-18T02:01:34Z"
"spotify:track:5TdzEybHRGKtHw849oO89b","december","spotify:artist:3dayhmhJfL4I8w1PuL9MqQ, spotify:artist:6R57JlNKlnNrYaji0vw8xx","Tyson Yoshi, Gareth.T","spotify:album:2enwJuwD3Tygke0CHEGcS9","2nd PRE EVOLUTION","spotify:artist:3dayhmhJfL4I8w1PuL9MqQ","Tyson Yoshi","2023-04-21","https://i.scdn.co/image/ab67616d0000b273133dff40d15c84d90d651980","1","4","141679","https://p.scdn.co/mp3-preview/48d9f5c79ae8f6dbbdcf18417f2b9f7f86b829fe?cid=9950ac751e34487dbbe027c4fd7f8e99","true","33","HKC992100401","","2024-05-18T02:01:34Z"
"spotify:track:2Mpuy9fsafkQxX3DSow9xw","神奇的糊塗魔藥","spotify:artist:3tvtGR8HzMHDbkLeZrFiBI","林家謙","spotify:album:4XXxhfDeaJggNFqZ9BOaS4","神奇的糊塗魔藥","spotify:artist:3tvtGR8HzMHDbkLeZrFiBI","林家謙","2021-03-26","https://i.scdn.co/image/ab67616d0000b2739863c50c00db54b18c0e11c5","1","1","203094","https://p.scdn.co/mp3-preview/228337656c823251658b7fb5e2e051c13c437c3f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","HKC991900014","","2024-05-18T02:01:34Z"
"spotify:track:5enzsCftepEDUgSGoSrgsJ","我的片單","spotify:artist:56Ac1JJiopOrWDuRIb330x","Zpecial","spotify:album:4fdI6MPD0AmMSCh7TwRiAx","我的片單","spotify:artist:56Ac1JJiopOrWDuRIb330x","Zpecial","2020-04-29","https://i.scdn.co/image/ab67616d0000b2739b2e83f419ae53f4367a6e1c","1","1","205269","https://p.scdn.co/mp3-preview/4e14f83b1f48fe8af130ef9a8a0090763538b947?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","HKH442000008","","2024-05-18T02:01:34Z"
"spotify:track:3hdQIQYs13Gv2gdncFvKZ0","How Many Times - Studio Live","spotify:artist:5tRk0bqMQubKAVowp35XtC, spotify:artist:4EXI1ieJe2VDbvNsKOaNQL","MC 張天賦, 馮允謙","spotify:album:7yrUgmpMThnpXbm49E5zVZ","How Many Times (Studio Live)","spotify:artist:5tRk0bqMQubKAVowp35XtC, spotify:artist:4EXI1ieJe2VDbvNsKOaNQL","MC 張天賦, 馮允謙","2021-07-27","https://i.scdn.co/image/ab67616d0000b273632dbf91254ffe852b7d4159","1","1","230253","https://p.scdn.co/mp3-preview/b7afa3f88a5e6bec07865ac5de7ae614426c978b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","HKI492108207","","2024-05-18T02:01:34Z"
"spotify:track:7D4wo2J9yQQveoveFlXe0h","ストロボデイズ","spotify:artist:62HUUuPYIPbdOiuas3kGyA","Mercy Woodpecker","spotify:album:0slJK6zsNi2WZZRWOmGuvM","解放のススメ","spotify:artist:62HUUuPYIPbdOiuas3kGyA","Mercy Woodpecker","2023-06-28","https://i.scdn.co/image/ab67616d0000b273e69bc9a4cd004955300ed8f1","1","2","238500","https://p.scdn.co/mp3-preview/97bca15845ed887dd928e5a7fbb17ab36474d8c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","JPG102201088","","2024-05-18T02:01:33Z"
"spotify:track:56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","spotify:album:1bBez9PNvkJPW08bU7NYta","Scarlet","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","2023-09-20","https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb","1","1","230480","https://p.scdn.co/mp3-preview/f544992f165d4bd069f4d903ff946dc625ba0b8e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","75","USRC12300907","","2024-05-18T02:01:33Z"
